Team,Player,Reference
PHI,Matisse Thybulle,https://www.basketball-reference.com/players/t/thybuma01.html
PHI,Danny Green,https://www.basketball-reference.com/players/g/greenda02.html
PHI,Isaiah Joe,https://www.basketball-reference.com/players/j/joeis01.html
PHI,Shake Milton,https://www.basketball-reference.com/players/m/miltosh01.html
PHI,Paul Reed,https://www.basketball-reference.com/players/r/reedpa01.html
PHI,Charles Bassey,https://www.basketball-reference.com/players/b/bassech01.html
PHI,Charlie Brown Jr.,https://www.basketball-reference.com/players/b/brownch02.html
PHI,Myles Powell,https://www.basketball-reference.com/players/p/powelmy01.html
PHI,Paul Millsap,https://www.basketball-reference.com/players/m/millspa01.html
PHI,James Harden,https://www.basketball-reference.com/players/h/hardeja01.html
PHI,Jaden Springer,https://www.basketball-reference.com/players/s/sprinja01.html
PHI,DeAndre Jordan,https://www.basketball-reference.com/players/j/jordade01.html
PHO,Mikal Bridges,https://www.basketball-reference.com/players/b/bridgmi01.html
PHO,Cameron Johnson,https://www.basketball-reference.com/players/j/johnsca02.html
PHO,Chris Paul,https://www.basketball-reference.com/players/p/paulch01.html
PHO,JaVale McGee,https://www.basketball-reference.com/players/m/mcgeeja01.html
PHO,Devin Booker,https://www.basketball-reference.com/players/b/bookede01.html
PHO,Jae Crowder,https://www.basketball-reference.com/players/c/crowdja01.html
PHO,Landry Shamet,https://www.basketball-reference.com/players/s/shamela01.html
PHO,Deandre Ayton,https://www.basketball-reference.com/players/a/aytonde01.html
PHO,Cameron Payne,https://www.basketball-reference.com/players/p/payneca01.html
PHO,Elfrid Payton,https://www.basketball-reference.com/players/p/paytoel01.html
PHO,Ish Wainright,https://www.basketball-reference.com/players/w/wainris01.html
PHO,Bismack Biyombo,https://www.basketball-reference.com/players/b/biyombi01.html
PHO,Frank Kaminsky,https://www.basketball-reference.com/players/k/kaminfr01.html
PHO,Torrey Craig,https://www.basketball-reference.com/players/c/craigto01.html
PHO,Aaron Holiday,https://www.basketball-reference.com/players/h/holidaa01.html
PHO,Emanuel Terry,https://www.basketball-reference.com/players/t/terryem01.html
PHO,Dario Šarić,https://www.basketball-reference.com/players/s/saricda01.html
POR,Anfernee Simons,https://www.basketball-reference.com/players/s/simonan01.html
POR,Jusuf Nurkić,https://www.basketball-reference.com/players/n/nurkiju01.html
POR,Ben McLemore,https://www.basketball-reference.com/players/m/mclembe01.html
POR,Nassir Little,https://www.basketball-reference.com/players/l/littlna01.html
POR,CJ Elleby,https://www.basketball-reference.com/players/e/ellebcj01.html
POR,Trendon Watford,https://www.basketball-reference.com/players/w/watfotr01.html
POR,Greg Brown III,https://www.basketball-reference.com/players/b/browngr01.html
POR,Damian Lillard,https://www.basketball-reference.com/players/l/lillada01.html
POR,Keljin Blevins,https://www.basketball-reference.com/players/b/blevike01.html
POR,Justise Winslow,https://www.basketball-reference.com/players/w/winslju01.html
POR,Josh Hart,https://www.basketball-reference.com/players/h/hartjo01.html
POR,Elijah Hughes,https://www.basketball-reference.com/players/h/hugheel01.html
POR,Brandon Williams,https://www.basketball-reference.com/players/w/willibr03.html
POR,Keon Johnson,https://www.basketball-reference.com/players/j/johnske07.html
POR,Didi Louzada,https://www.basketball-reference.com/players/l/louzama01.html
POR,Joe Ingles,https://www.basketball-reference.com/players/i/inglejo01.html
POR,Eric Bledsoe,https://www.basketball-reference.com/players/b/bledser01.html
SAC,Harrison Barnes,https://www.basketball-reference.com/players/b/barneha02.html
SAC,Davion Mitchell,https://www.basketball-reference.com/players/m/mitchda01.html
SAC,De'Aaron Fox,https://www.basketball-reference.com/players/f/foxde01.html
SAC,Chimezie Metu,https://www.basketball-reference.com/players/m/metuch01.html
SAC,Maurice Harkless,https://www.basketball-reference.com/players/h/harklma01.html
SAC,Damian Jones,https://www.basketball-reference.com/players/j/jonesda03.html
SAC,Richaun Holmes,https://www.basketball-reference.com/players/h/holmeri01.html
SAC,Alex Len,https://www.basketball-reference.com/players/l/lenal01.html
SAC,Terence Davis,https://www.basketball-reference.com/players/d/daviste02.html
SAC,Neemias Queta,https://www.basketball-reference.com/players/q/quetane01.html
SAC,Domantas Sabonis,https://www.basketball-reference.com/players/s/sabondo01.html
SAC,Justin Holiday,https://www.basketball-reference.com/players/h/holidju01.html
SAC,Donte DiVincenzo,https://www.basketball-reference.com/players/d/divindo01.html
SAC,Trey Lyles,https://www.basketball-reference.com/players/l/lylestr01.html
SAC,Jeremy Lamb,https://www.basketball-reference.com/players/l/lambje01.html
SAS,Keldon Johnson,https://www.basketball-reference.com/players/j/johnske04.html
SAS,Lonnie Walker IV,https://www.basketball-reference.com/players/w/walkelo01.html
SAS,Dejounte Murray,https://www.basketball-reference.com/players/m/murrade01.html
SAS,Devin Vassell,https://www.basketball-reference.com/players/v/vassede01.html
SAS,Jakob Poeltl,https://www.basketball-reference.com/players/p/poeltja01.html
SAS,Tre Jones,https://www.basketball-reference.com/players/j/jonestr01.html
SAS,Keita Bates-Diop,https://www.basketball-reference.com/players/b/bateske01.html
SAS,Doug McDermott,https://www.basketball-reference.com/players/m/mcderdo01.html
SAS,Jock Landale,https://www.basketball-reference.com/players/l/landajo01.html
SAS,Joshua Primo,https://www.basketball-reference.com/players/p/primojo01.html
SAS,Joe Wieskamp,https://www.basketball-reference.com/players/w/wieskjo01.html
SAS,Devontae Cacok,https://www.basketball-reference.com/players/c/cacokde01.html
SAS,Zach Collins,https://www.basketball-reference.com/players/c/colliza01.html
SAS,Romeo Langford,https://www.basketball-reference.com/players/l/langfro01.html
TOR,Chris Boucher,https://www.basketball-reference.com/players/b/bouchch01.html
TOR,Scottie Barnes,https://www.basketball-reference.com/players/b/barnesc01.html
TOR,Gary Trent Jr.,https://www.basketball-reference.com/players/t/trentga02.html
TOR,Precious Achiuwa,https://www.basketball-reference.com/players/a/achiupr01.html
TOR,Dalano Banton,https://www.basketball-reference.com/players/b/bantoda01.html
TOR,Fred VanVleet,https://www.basketball-reference.com/players/v/vanvlfr01.html
TOR,Pascal Siakam,https://www.basketball-reference.com/players/s/siakapa01.html
TOR,Svi Mykhailiuk,https://www.basketball-reference.com/players/m/mykhasv01.html
TOR,OG Anunoby,https://www.basketball-reference.com/players/a/anunoog01.html
TOR,Malachi Flynn,https://www.basketball-reference.com/players/f/flynnma01.html
TOR,Khem Birch,https://www.basketball-reference.com/players/b/birchkh01.html
TOR,Justin Champagnie,https://www.basketball-reference.com/players/c/champju01.html
TOR,Yuta Watanabe,https://www.basketball-reference.com/players/w/watanyu01.html
TOR,Isaac Bonga,https://www.basketball-reference.com/players/b/bongais01.html
TOR,Thaddeus Young,https://www.basketball-reference.com/players/y/youngth01.html
TOR,D.J. Wilson,https://www.basketball-reference.com/players/w/wilsodj01.html
TOR,David Johnson,https://www.basketball-reference.com/players/j/johnsda08.html
UTA,Bojan Bogdanović,https://www.basketball-reference.com/players/b/bogdabo02.html
UTA,Jordan Clarkson,https://www.basketball-reference.com/players/c/clarkjo01.html
UTA,Royce O'Neale,https://www.basketball-reference.com/players/o/onealro01.html
UTA,Mike Conley,https://www.basketball-reference.com/players/c/conlemi01.html
UTA,Donovan Mitchell,https://www.basketball-reference.com/players/m/mitchdo01.html
UTA,Hassan Whiteside,https://www.basketball-reference.com/players/w/whiteha01.html
UTA,Trent Forrest,https://www.basketball-reference.com/players/f/forretr01.html
UTA,Rudy Gobert,https://www.basketball-reference.com/players/g/goberru01.html
UTA,Eric Paschall,https://www.basketball-reference.com/players/p/pascher01.html
UTA,Rudy Gay,https://www.basketball-reference.com/players/g/gayru01.html
UTA,Jared Butler,https://www.basketball-reference.com/players/b/butleja02.html
UTA,Udoka Azubuike,https://www.basketball-reference.com/players/a/azubuud01.html
UTA,Danuel House Jr.,https://www.basketball-reference.com/players/h/houseda01.html
UTA,Nickeil Alexander-Walker,https://www.basketball-reference.com/players/a/alexani01.html
UTA,Juancho Hernangómez,https://www.basketball-reference.com/players/h/hernaju01.html
UTA,Xavier Sneed,https://www.basketball-reference.com/players/s/sneedxa01.html
WAS,Deni Avdija,https://www.basketball-reference.com/players/a/avdijde01.html
WAS,Kyle Kuzma,https://www.basketball-reference.com/players/k/kuzmaky01.html
WAS,Kentavious Caldwell-Pope,https://www.basketball-reference.com/players/c/caldwke01.html
WAS,Corey Kispert,https://www.basketball-reference.com/players/k/kispeco01.html
WAS,Daniel Gafford,https://www.basketball-reference.com/players/g/gaffoda01.html
WAS,Raul Neto,https://www.basketball-reference.com/players/n/netora01.html
WAS,Bradley Beal,https://www.basketball-reference.com/players/b/bealbr01.html
WAS,Anthony Gill,https://www.basketball-reference.com/players/g/gillan01.html
WAS,Rui Hachimura,https://www.basketball-reference.com/players/h/hachiru01.html
WAS,Thomas Bryant,https://www.basketball-reference.com/players/b/bryanth01.html
WAS,Isaiah Todd,https://www.basketball-reference.com/players/t/toddis01.html
WAS,Ish Smith,https://www.basketball-reference.com/players/s/smithis01.html
WAS,Joel Ayayi,https://www.basketball-reference.com/players/a/ayayijo01.html
WAS,Cassius Winston,https://www.basketball-reference.com/players/w/winstca01.html
WAS,Tomáš Satoranský,https://www.basketball-reference.com/players/s/satorto01.html
WAS,Vernon Carey Jr.,https://www.basketball-reference.com/players/c/careyve01.html
WAS,Kristaps Porziņģis,https://www.basketball-reference.com/players/p/porzikr01.html
